count,from_port,to_port,from_lat,from_lon,to_lat,to_lon
78,SURINAME,BERGEN (NORWAY),6.095000000000001,-54.485,60.39,5.32
78,ST GEORGE D'ELMINA,NIEUWE DIEP,5.08,-1.34,52.77,4.42
77,"ST THOMAS, GULF OF GUINEA",SPITHEAD,18.34,-64.93,50.525000000000006,-1.115
76,TABLE BAY TOWARDS MADAGASCAR,TABLE BAY,-33.9,18.4,-33.9,18.4
76,CADIZ,CARTAGENA,36.53,-6.3,10.4,-75.5
76,PORT LOUIS,TABLE BAY,-20.17,57.5,-33.9,18.4
76,MONTEVIDEO,CALLAO (LIMA),-34.89,-56.21,-12.07,-77.15
76,ASCENSION,SPITHEAD,-7.95,-14.37,50.525000000000006,-1.115
76,MADRAS,"MAURITIUS, BATAVIA",13.08,80.27,-20.2,57.5
75,ROCHEFORT,ST PIERRE,46.515,-1.97,14.73,-61.18
75,CADIZ,CAVITE,36.53,-6.3,14.5,120.92
75,TAFELBAAI,TEXEL,-34.225,18.175,52.615,4.175000000000001
75,MIDDELBURG,ANGOLA,51.5,3.6,-8.84,13.23
75,SPITHEAD,LOUISBOURG,50.525000000000006,-1.115,46.22,-59.29
75,PORT ROYAL,LEITH,17.94,-76.84,55.98,-3.17
75,ST GEORGE D'ELMINA,FORT AMSTERDAM,5.08,-1.34,6.05,-54.73
75,EL FERROL,RIO DE LA PLATA,43.0,-9.5,-35.0,-54.78
75,CAVITÉ,TERNAL,14.5,120.92,45.22,137.48
74,BASSE TERRE,SPITHEAD,16.23,-61.53,50.525000000000006,-1.115
74,BASSE TERRE,BREST,16.23,-61.53,48.34,-5.385
74,TABLE BAY,DOWNS UK,-33.9,18.4,51.2,1.4
74,MANILLA,BATAVIA,14.65,119.62,-6.1,106.86
74,QUILOA EAST AFRICA,TABLE BAY,-9.0,39.5,-33.9,18.4
74,UK,NEW YORK,51.5,-0.1,40.75,-73.97
74,ST THOMAS (SAO TOME),PLYMOUTH,18.34,-64.93,50.35,-4.16
74,SPITHEAD,HAMOZE UK,50.525000000000006,-1.115,51.5,-0.1
73,MADRAS,BATAVIA,13.08,80.27,-6.1,106.86
73,FORT ST DAVIDS ROAD,ST HELLENA,11.77,79.8,-15.95,-5.72
73,BAHIA DE TODOS LOS SANTOS,BATAVIA,-13.07,-38.48,-6.1,106.86
72,MADEIRA,ANTIGUA,32.95,-15.88,17.12,-61.85
72,NIEUWEDIEP,KAAP DE GOEDE HOOP,52.155,3.27,-34.12,18.23
71,CAPE COMERIN,ST HELENA,8.06,77.55,-16.02,-5.08
71,SAN FRANCISCO,VALPARAISO,37.5,-122.68,-33.08,-71.67
71,ST THOMAS,UK,17.96,-65.14500000000001,51.5,-0.1
71,CEYLON,KAAP DE GOEDE HOOP,6.85,82.1,-34.12,18.23
71,ST SALVADOR,BATAVIA,-13.13,-38.2,-6.1,106.86
71,PORTSMOUTH,RIO DE JANEIRO,50.2,-1.58,-22.9,-43.16
71,CADIZ,HELLEVOETSLUIS,36.53,-6.3,51.81,4.08
70,ST HELENS ROAD UK,SPITHEAD,51.5,-0.1,50.525000000000006,-1.115
70,BASSE TERRE,ROCHEFORT,16.23,-61.53,46.515,-1.97
70,ST MAARTEN,MIDDELBURG,17.715,-62.52,51.5,3.6
70,RIO DE JANEIRO,MANILA,-22.9,-43.16,14.15,120.5
70,CALCUTTA,JAVA,20.47,87.27,-7.5,110.0
70,CADIZ,RIO DE JANEIRO,36.53,-6.3,-22.9,-43.16
70,BREST,PORTSMOUTH,48.34,-5.385,50.2,-1.58
70,NOAHIWA,AMBON,-9.0,-140.08,-3.68,128.16
69,TEXEL,LISSABON,52.615,4.175000000000001,39.0,-9.65
69,SURINAME,RAMMEKENS,6.095000000000001,-54.485,51.45,3.65
69,SAN FRANCISCO,KEMA,37.5,-122.68,1.26,125.36
69,ST JAGO,PORT EGMONT,14.92,-23.52,-51.7,-57.85
69,MARTINIQUE,PLYMOUTH,15.65,-61.745000000000005,50.35,-4.16
69,FERROL,RIO DE JANEIRO,43.6,-8.65,-22.9,-43.16
69,BATAVIA,MACAO,-6.1,106.86,22.17,113.54
68,CÁDIZ,FERROL,36.525000000000006,-6.41,43.6,-8.65
68,RIO DE JANEIRO,JOHANNA,-22.9,-43.16,-12.13,44.4
68,CURAÇAO,ST EUSTACIUS,12.34,-68.5,17.5,-62.97
68,ST HELENA,NIEUWEDIEP,-16.02,-5.08,52.155,3.27
67,BREST,HAMPTON,48.34,-5.385,37.0,-76.2
67,PLYMOUTH,MALAGA,50.35,-4.16,36.72,-4.42
67,ALGOA BAAI,NEDERLAND,-34.18,25.4,52.0,5.0
67,MAURITIUS,SPITHEAD,-20.17,57.5,50.525000000000006,-1.115
67,MADRAS,PORT LOUIS,13.08,80.27,-20.17,57.5
66,PORTSMOUTH,SIMONSBAAI,50.2,-1.58,-34.53,18.6
66,ROTTERDAM,ST EUSTACIUS,51.0,1.11,17.5,-62.97
65,SOERABAYA,TAFELBAAI,-7.23,112.7,-34.225,18.175
65,PORT ROYAL,PLYMOUTH,17.94,-76.84,50.35,-4.16
65,BUENOS AIRES,ANTWERPEN,-34.63,-58.33,51.22,4.4
64,PORTO PRAYA,SPITHEAD,14.92,-23.52,50.525000000000006,-1.115
64,TRINIDADA,LISBON,10.5,-61.25,38.68,-9.1
64,FORT ROYAL,ISLE D'AIX,14.59,-61.07,46.58,-4.67
63,ST THOMAS,SPITHEAD,17.96,-65.14500000000001,50.525000000000006,-1.115
63,BATAVIA,CEYLON,-6.1,106.86,6.85,82.1
63,SPITHEAD,PORT ROYAL JAMAICA,50.525000000000006,-1.115,18.1,-77.3
63,BRAMSPUNT,BERGEN/NOORWEGEN,6.07,-55.17,60.39,5.32
63,BUENOS AIRES,CHARILLO,-34.63,-58.33,-12.67,-77.06
63,HELVOETSLUIS,CURACAO,51.33,1.72,12.21,-68.34
63,BATAVIA,GAMRON,-6.1,106.86,26.8,56.6
62,GRAVESEND,ST HELENA,51.44,0.37,-16.02,-5.08
62,FORT AMSTERDAM,HELLEVOETSLUIS,6.05,-54.73,51.81,4.08
62,CÁDIZ,CAVITE,36.525000000000006,-6.41,14.5,120.92
62,MIDDELBURG,WEST AFRICA,51.5,3.6,8.0,-5.0
61,ST PIERRE,LA ROCHELLE,14.73,-61.18,46.16,-1.15
61,MONTEVIDEO,TABLE BAY,-34.89,-56.21,-33.9,18.4
61,FORT ROYAL,HELLEVOETSLUIS,14.59,-61.07,51.81,4.08
61,TEXEL,MONTEVIDEO,52.615,4.175000000000001,-34.89,-56.21
61,PONDICHERRY,TABLE BAY,11.93,79.83,-33.9,18.4
61,ST KITTS,PLYMOUTH,17.3,-62.73,50.35,-4.16
61,STRAAT SUNDA,NOORDKUST JAVA,-6.0,105.9,-7.5,110.0
60,NEDERLAND,FORT AXIM,52.0,5.0,4.5,-3.93
60,LISBON,CRUISING TO LISBON,38.68,-9.1,38.72,-9.14
60,MANILLA,MADRAS,14.65,119.62,13.08,80.27
60,LONG BAY JAMAICA,SPITHEAD,18.1,-77.3,50.525000000000006,-1.115
60,SENEGAL,LISBON,14.7,-17.45,38.68,-9.1
60,MAKASSAR,MANILA,-5.65,118.2,14.15,120.5
59,HAVANNA,LIVERPOOL,23.27,-82.49,53.2,-4.63
59,JAVA,COLOMBO,-7.5,110.0,6.91,79.86
59,NEDERLAND,RIO DE LA PLATA,52.0,5.0,-35.0,-54.78
59,AMBOINE,LA BAIE DE LEGRAND,-3.805,128.43,-34.114999999999995,121.8
59,RAMMEKENS,GUINEA,51.45,3.65,10.0,-10.0
59,PORT EGMONT,FAYAL,-51.7,-57.85,38.63,-29.85
59,MIDDELBURG,CAAP MONTE,51.5,3.6,6.5,-11.0
59,MACAO,SAN FRANCISCO,22.17,113.54,37.5,-122.68
58,SANTA CRUZ,SIMONSBAAI,28.45,-16.25,-34.53,18.6
58,TEXEL,ELMINA,52.615,4.175000000000001,5.08,-1.34
58,MAURITIUS,KAAP DE GOEDE HOOP,-20.17,57.5,-34.12,18.23
58,ST MARTIN,PARAMARIBO,17.725,-59.355,5.83,-55.15
58,ST EUSTATIUS,SURINAME,17.5,-62.97,6.095000000000001,-54.485
58,TRINCOMALEE,PORT LOUIS,8.57,81.22,-20.17,57.5
57,ROTTERDAM,ST GEORGE D'ELMINA,51.0,1.11,5.08,-1.34
57,ST HELENA,JAVA,-16.02,-5.08,-7.5,110.0
57,ST HELENA,BENCOOLEN,-16.02,-5.08,-3.72,101.5
57,SPITHEAD,ST JAGO,50.525000000000006,-1.115,14.92,-23.52
57,GUINEA,ST EUSTACIUS,10.0,-10.0,17.5,-62.97
56,NEDERLAND,ST EUSTASIUS,52.0,5.0,17.5,-62.97
56,MAURITIUS,COCHIN,-20.17,57.5,9.96,76.25
55,SPITHEAD,NEVIS,50.525000000000006,-1.115,17.15,-62.58
55,LOUISBOURG,TOULON,46.22,-59.29,43.12,5.93
55,SPITHEAD,FUNCHAL,50.525000000000006,-1.115,32.63,-16.88
55,COCHIN,BATAVIA,9.96,76.25,-6.1,106.86
55,"PORT EGMONT, FALKLAND ISLANDS",UK,-51.8,-59.0,51.5,-0.1
54,VALPARAISO,RIO DE JANEIRO,-33.08,-71.67,-22.9,-43.16
54,VERACRUZ.,CÁDIZ,19.2,-96.1,36.525000000000006,-6.41
54,ST HELENA,HELVOETSLUIS,-16.02,-5.08,51.33,1.72
54,FORT ST DAVID,UK,11.77,79.78,51.5,-0.1
54,ACCRA,BARBADOS,5.55,-0.19,13.095,-58.93
53,PORTSMOUTH,MADEIRA,50.2,-1.58,32.95,-15.88
53,ST HELLENA,UK,-15.95,-5.72,51.5,-0.1
53,BUENOS AIRES,VALPARAISO,-34.63,-58.33,-33.08,-71.67
53,TEXEL,ST SALVADOR,52.615,4.175000000000001,-13.13,-38.2
53,ROCHEFORT,"TOBAGO, LA MARTINIQUE, ST. DOMINGUE",46.515,-1.97,14.64,-61.02
53,CANTON,TABLE BAY,19.98,113.85,-33.9,18.4
53,PORT EGMONT,PLYMOUTH,-51.7,-57.85,50.35,-4.16
52,LA HABANA,SANTANDER,23.48,-80.91,43.46,-3.8
52,ST GEORGE D'ELMINAR,SURINAME,5.08,-1.35,6.095000000000001,-54.485
52,BREMEN,NEW YORK,53.08,8.8,40.75,-73.97
52,WEST AFRICA,SURINAME,8.0,-5.0,6.095000000000001,-54.485
52,BATAVIA,SOERABAYA,-6.1,106.86,-7.23,112.7
52,SIERRA LEONE,UK,8.684999999999999,-13.415,51.5,-0.1
52,MIDDELBURG,ST PAOLO,51.5,3.6,5.9,-10.5
52,FUNCHAL,BARBADOS,32.63,-16.88,13.095,-58.93
51,VLISSINGEN,ST GEORGE D'ELMINA,51.45,3.58,5.08,-1.34
51,MANILA.,CÁDIZ,14.6,120.98,36.525000000000006,-6.41
51,SANDWICH ISLANDS,MACAO,21.3,-157.8,22.17,113.54
51,ELMINA,BRAAMSPUNT,5.08,-1.34,6.21,-55.11
51,KAAPSTAD,COLOMBO,-34.68,18.12,6.91,79.86
51,SPITHEAD,CAPE COAST,50.525000000000006,-1.115,5.1,-1.25
50,PORT LOUIS,MARTINIQUE,-20.17,57.5,15.65,-61.745000000000005
50,ROTTERDAM,ST CHRISTOFFEL,51.0,1.11,17.38,-61.57
50,JAMAICA,DOWNS UK,18.1,-77.3,51.2,1.4
50,MANILA,ISLA DE LA ASCENSION,14.15,120.5,-7.93,-14.37
50,BARBADOS,DOWNS UK,13.095,-58.93,51.2,1.4
50,MADEIRA,TABLE BAY,32.95,-15.88,-33.9,18.4
50,TABLE BAY,TILLICHERRY,-33.9,18.4,11.73,75.48
50,"TORTOLA ROADS, ST THOMAS",SPITHEAD,18.34,-64.93,50.525000000000006,-1.115
50,BATAVIA,BENGALEN,-6.1,106.86,22.5,88.3
49,GULF OF GUINEA,PARAMARIBO,4.0,2.0,5.83,-55.15
49,CURAÇAO,MIDDELBURG,12.34,-68.5,51.5,3.6
49,MAURITIUS,MADRAS,-20.17,57.5,13.08,80.27
49,ILE DE PAQUE,ILE MOWÉE,-27.175,-109.06,20.51,-156.09
49,SIMONSBAAI,FORT BANJOEWANGIE,-34.53,18.6,-8.2,114.35
49,CAP FRANCAISE,ROCHEFORT,19.74,-72.19,46.515,-1.97
49,MIDDELBURG,RIO GABON,51.5,3.6,-0.1249999999999999,8.875
48,UK,GIBRALTAR,51.5,-0.1,36.19,-5.21
48,SPITHEAD,GOREE,50.525000000000006,-1.115,14.67,-17.4
48,TABLE BAY,GULF OF ADEN,-33.9,18.4,12.79,45.03
48,CORK,ANTIGUA,51.35,-8.815,17.12,-61.85
48,JAMAICA,CORK,18.1,-77.3,51.35,-8.815
48,DOVER,CAAP MONTE,51.48,1.52,6.5,-11.0
48,NEW YORK,CURACAO,40.75,-73.97,12.21,-68.34
48,PLYMOUTH,PORTO PRAYA,50.35,-4.16,14.92,-23.52
48,SPITHEAD,SENEGAL,50.525000000000006,-1.115,14.7,-17.45
48,TABLE BAY,"BACK BAY, TRINCOMALEE",-33.9,18.4,8.58,81.23
47,FUNCHAL,ST JAGO,32.63,-16.88,14.92,-23.52
47,HELLEVOETSLUIS,BAHIA DE TODOS LOS SANTOS,51.81,4.08,-13.07,-38.48
47,TABLE BAY,CEYLON,-33.9,18.4,6.85,82.1
47,STRAAT SUNDA,TIRIKUNAMALAYA,-6.0,105.9,8.57,81.22
47,TABLE BAY,"PORT LOUIS, MAURITIUS",-33.9,18.4,-20.15,57.47
47,ROTTERDAM,RIO DE JANEIRO,51.0,1.11,-22.9,-43.16
46,GIBRALTAR,LISSABON,36.19,-5.21,39.0,-9.65
46,CURACAO,LA GUAYRA,12.21,-68.34,10.78,-67.14
46,CORK,GOREE,51.35,-8.815,14.67,-17.4
46,TEXEL,CANARIA,52.615,4.175000000000001,28.465,-15.35
46,PUERTO RICO,VERACRUZ,18.48,-66.13,19.2,-96.1
46,BASSE TERRE ROADS,SPITHEAD,15.99,-61.73,50.525000000000006,-1.115
46,PAPENBERG,BATAVIA,31.67,128.6,-6.1,106.86
46,BATAVIA,PORT LOUIS,-6.1,106.86,-20.17,57.5
46,SANTA CRUZ,SPITHEAD,28.45,-16.25,50.525000000000006,-1.115
46,FUNCHAL,TEXEL,32.63,-16.88,52.615,4.175000000000001
46,TABLE BAY,MOCHA,-33.9,18.4,13.32,43.25
46,HAMPTON,NEDERLAND,37.0,-76.2,52.0,5.0
46,ST THOMAS (SAO TOME),SPITHEAD,18.34,-64.93,50.525000000000006,-1.115
46,ACAPULCO,SAN BLAS,16.85,-99.9,21.9,-106.96
45,NOUVELLE IRLANDE,AMBOINE,-4.72,152.675,-3.805,128.43
45,YARMOUTH,NEW YORK,52.61,1.73,40.75,-73.97
45,PORT DES FRANCAIS,MONTEREY,58.6,-137.65,36.66,-121.9
45,ST GEORGE D'ELMINA,MONTEVIDEO,5.08,-1.34,-34.89,-56.21
45,LISSABON,NIEUWEDIEP,39.0,-9.65,52.155,3.27
45,TABLE BAY,RIO DE LA PLATA,-33.9,18.4,-35.0,-54.78
45,ST THOMAS (SAO TOME),DOMINICA,18.34,-64.93,15.42,-61.35
45,BARBADOS,PLYMOUTH UK,13.095,-58.93,51.5,-0.1
45,ANTIGUA,BARBADOS,17.12,-61.85,13.095,-58.93
45,CURACAO,ST MAARTEN,12.21,-68.34,17.715,-62.52
44,SENEGAL,FALMOUTH,14.7,-17.45,50.15,-5.07
44,TEXEL,ST GEORGE D'ELMINA,52.615,4.175000000000001,5.08,-1.34
44,MADEIRA,JAMAICA,32.95,-15.88,18.1,-77.3
44,TEXEL,CAYENNE,52.615,4.175000000000001,4.845000000000001,-52.175
44,LOANGO,SURINAME,-4.65,11.82,6.095000000000001,-54.485
43,CAP FRANCAIS,BORDEAUX,19.75,-72.2,44.84,-0.58
43,ST PIERRE,MARTINIQUE,14.73,-61.18,15.65,-61.745000000000005
43,FAYAL,PLYMOUTH,38.63,-29.85,50.35,-4.16
43,PLYMOUTH,FALMOUTH,50.35,-4.16,50.15,-5.07
43,CADIZ,VERACRUZ,36.53,-6.3,19.2,-96.1
43,PLYMOUTH,GULF OF GUINEA,50.35,-4.16,4.0,2.0
43,LA GUADELOUPE,L'ISLE D'AIX,15.57,-61.67,46.6,-2.5
43,NIEUWEDIEP,NEW YORK,52.155,3.27,40.75,-73.97
43,PARAMARIBO,RAMMEKENS,5.83,-55.15,51.45,3.65
43,HELLEVOETSLUIS,CAYENNE,51.81,4.08,4.845000000000001,-52.175
42,SANDWICH ISLANDS,PRINCE WILLIAM'S SOUND,21.3,-157.8,60.5,-147.0
42,BATAVIA,TRINCOMALEE,-6.1,106.86,8.57,81.22
42,LA HABANA,CAMARIÑAS,23.48,-80.91,43.1,-9.2
41,NIEUWEDIEP,RIO DE JANEIRO,52.155,3.27,-22.9,-43.16
41,MEW BAY -JAVA,BOMBAY,-7.5,110.0,18.93,72.85
41,TILLICHERRY,CALCUTTA,11.73,75.48,20.47,87.27
41,BREST,CUL DE SAC,48.34,-5.385,14.42,-59.17
41,BELIZE,NEDERLAND,17.240000000000002,-87.275,52.0,5.0
41,GIBRALTAR,MARTINIQUE,36.19,-5.21,15.65,-61.745000000000005
41,SOERABAJA,AMBON,-7.23,112.7,-3.68,128.16
41,HAVANNA,CURACAO,23.27,-82.49,12.21,-68.34
40,MADRAS,TILLICHERRY,13.08,80.27,11.73,75.48
40,PRINCESS ISLAND (NR ST THOMAS),BARBADOS,18.34,-64.93,13.095,-58.93
40,BATAVIA,CANTON,-6.1,106.86,19.98,113.85
40,TRINIDAD (CUBA),CURACAO,10.5,-61.25,12.21,-68.34
40,MADEIRA,NEW YORK,32.95,-15.88,40.75,-73.97
40,SPITHEAD,ST LUCIA,50.525000000000006,-1.115,13.9,-61.0
40,BREST,"DOMINIQUE, CADIX, MALAGUA ET RETOUR A BREST",48.34,-5.385,48.4,-4.5
40,"CANTON RIVER, CHINA",ST HELENA,31.2,121.5,-16.02,-5.08
40,SOERABAYA,ALGOA BAAI,-7.23,112.7,-34.18,25.4
40,FERROL,CAP,43.6,-8.65,19.74,-72.19
40,RIO DE JANEIRO,FALMOUTH,-22.9,-43.16,50.15,-5.07
39,GALLE,MAURITIUS,6.0,80.2,-20.17,57.5
39,TEXEL,CURAÇAO,52.615,4.175000000000001,12.34,-68.5
39,TAFELBAAI,JAVA,-34.225,18.175,-7.5,110.0
39,CHEREBON ROAD,RIVER BANJOR,-6.7,108.6,-3.52,114.48
39,ST VINCENT,LIVERPOOL,13.15,-61.2,53.2,-4.63
39,MACAO,MALACCA,22.17,113.54,2.17,102.24
39,ST DOMINGO,NIEUWEDIEP,18.4,-69.67,52.155,3.27
38,FALMOUTH,PORT ROYAL,50.15,-5.07,17.94,-76.84
38,BORDEAUX,MARTINIQUE,44.84,-0.58,15.65,-61.745000000000005
38,CAPE COAST,"PORT ROYAL, JAMAICA",5.1,-1.25,18.1,-77.3
38,ST HELENA,FERDINANDO LORONHO,-16.02,-5.08,-3.85,-32.42
38,GAMBIA,UK,13.45,-16.57,51.5,-0.1
38,CURACAO,DE GOEDE RHEEDE,12.21,-68.34,52.08,1.73
38,CADIZ,PUERTO RICO,36.53,-6.3,18.48,-66.13
38,"EL CALLAO (LIMA, PERÚ)",VALPARAÍSO (CHILE),-12.07,-77.15,-1.46,-48.5
37,PORT ROYAL,PORTSMOUTH,17.94,-76.84,50.2,-1.58
37,GUAYAQUIL,CALLAO,-3.32,-80.55,-12.08,-77.93
37,CASTRIES,AVATSCHA,51.45,140.85,53.02,159.03
37,ALLERHEILIGEN BAAIJ,TAFELBAAI,-13.01,-38.53,-34.225,18.175
36,BATAVIA,SAMARANG,-6.1,106.86,-6.65,110.32
36,LA HAVANE,ROCHEFORT,23.13,-82.39,46.515,-1.97
36,MADEIRA,SENEGAL,32.95,-15.88,14.7,-17.45
36,ST HELENA,WOOLWICH UK,-16.02,-5.08,51.5,-0.1
36,MALAGA,LOUISBOURG,36.72,-4.42,46.22,-59.29
36,CAPE COAST,PORT ROYAL JAMAICA,5.1,-1.25,18.1,-77.3
36,NEDERLAND,SIERRA LEONE,52.0,5.0,8.684999999999999,-13.415
36,VLISSINGEN,SANTA CRUZ,51.45,3.58,28.45,-16.25
36,PLYMOUTH,CAPE COAST,50.35,-4.16,5.1,-1.25
36,ST EUSTACIUS,NEDERLAND,17.5,-62.97,52.0,5.0
36,BORDEAUX,ROTTERDAM,44.84,-0.58,51.0,1.11
36,CHERILLOS,NOAHIWA,-12.55,-77.12,-9.0,-140.08
35,NEW ZEALAND,TOWARDS CAPE HORN,-41.0,174.0,-55.98,-67.27
35,GUADELOUPE,L'ISLE DIEU,16.25,-61.58,46.575,-2.05
35,"DAUPHIN BAY, MADAGASCAR",TABLE BAY,-25.02,47.0,-33.9,18.4
35,UK,DOMINICA,51.5,-0.1,15.42,-61.35
35,PORTO PRAYA,ST HELENA,14.92,-23.52,-16.02,-5.08
35,LA ROCHELLE,SPITHEAD,46.16,-1.15,50.525000000000006,-1.115
35,SENEGAL ROAD,SPITHEAD,14.7,-17.45,50.525000000000006,-1.115
35,HAMPTON,TEXEL,37.0,-76.2,52.615,4.175000000000001
35,CALCUTTA,MADRAS,20.47,87.27,13.08,80.27
34,TORBAY UK,BASSE TERRE,51.5,-0.1,16.23,-61.53
34,ST JOHNS ANTIGUA,SPITHEAD,17.12,-61.85,50.525000000000006,-1.115
34,YARMOUTH,BARBADOS,52.61,1.73,13.095,-58.93
34,ILE MOWÉE,PORT DES FRANCAIS,20.51,-156.09,58.6,-137.65
34,HELLEVOETSLUIS,FUNCHAL,51.81,4.08,32.63,-16.88
34,MADRAS,PENANG,13.08,80.27,5.42,100.32
34,MAKASSAR,MACAO,-5.65,118.2,22.17,113.54
34,PORT ANTOIO JAMAICA,THE DOWNS,18.1,-77.3,51.2,1.4
34,NEDERLAND,CADIZ,52.0,5.0,36.53,-6.3
34,LISSABON,HELLEVOETSLUIS,39.0,-9.65,51.81,4.08
34,LA HABANA,BILBAO,23.48,-80.91,43.26,-2.93
34,PORT ROYAL JAMAICA,UK,18.1,-77.3,51.5,-0.1
33,PORT ROYAL JAMICA,PLYMOUTH,17.94,-76.84,50.35,-4.16
33,FUNCHAL,RIO DE JANEIRO,32.63,-16.88,-22.9,-43.16
33,CALLAO,VALPARAISO,-12.08,-77.93,-33.08,-71.67
33,NEW YORK,BASSE TERRE,40.75,-73.97,16.23,-61.53
33,TRUXILLO,CURAÇAO,16.11,-86.015,12.34,-68.5
33,ST THOMAS,JAMAICA,17.96,-65.14500000000001,18.1,-77.3
32,ANTIGUA,PORTSMOUTH,17.12,-61.85,50.2,-1.58
32,NIEUWEDIEP,PARAMARIBO,52.155,3.27,5.83,-55.15
32,PLYMOUTH,SIERRA LEONE,50.35,-4.16,8.684999999999999,-13.415
32,CADIZ,PLYMOUTH,36.53,-6.3,50.35,-4.16
32,JAMAICA,UK,18.1,-77.3,51.5,-0.1
32,ST GEORGE D'ELMINA,RIO DE JANEIRO,5.08,-1.34,-22.9,-43.16
32,LISSABON,WEST AFRICA,39.0,-9.65,8.0,-5.0
32,JOHANNA,MADRAS,-12.13,44.4,13.08,80.27
32,PORT ROYAL,UK,17.94,-76.84,51.5,-0.1
32,BATAVIA,DECIMA,-6.1,106.86,32.75,129.87
32,BATAVIA,NAGEPATNAM,-6.1,106.86,10.75,79.84
32,CORK,NEW YORK,51.35,-8.815,40.75,-73.97
32,SAINT PIERRE,BREST,46.77,-55.45,48.34,-5.385
32,ST CHRISTOFFEL,SURINAME,17.38,-61.57,6.095000000000001,-54.485
31,ANTIGUA,GIBRALTAR,17.12,-61.85,36.19,-5.21
31,RIO DE JANEIRO,ST EUSTATIUS,-22.9,-43.16,17.5,-62.97
31,PORTO KABELLO,RIVIER KOMMEWIJNE,10.73,-68.33,6.15,-55.06
31,HELLEVOETSLUIS,ALGIERS,51.81,4.08,36.75,3.04
31,ANTIGUA,UK,17.12,-61.85,51.5,-0.1
31,SIERRA LEONE,ST GEORGE D'ELMINA,8.684999999999999,-13.415,5.08,-1.34
31,SURINAME,FORT ROYAL,6.095000000000001,-54.485,14.59,-61.07
31,JAMAICA,MARTINIQUE,18.1,-77.3,15.65,-61.745000000000005
31,"PORT LOUIS, MAURITIUS",MADRAS,-20.15,57.47,13.08,80.27
31,ST THOMAS,FALMOUTH,17.96,-65.14500000000001,50.15,-5.07
31,PORT PHILIP,BATAVIA,-37.9,144.9,-6.1,106.86
31,BARBADOS,NEDERLAND,13.095,-58.93,52.0,5.0
31,BATAVIA,PUNTO GALE,-6.1,106.86,6.02,80.22
31,PUNTE GALE,BATAVIA,6.02,80.22,-6.1,106.86
31,MADEIRA,SENEGAL RIVER,32.95,-15.88,14.7,-17.45
31,MALACCA,MADRAS,2.17,102.24,13.08,80.27
31,NEW YORK,ANTWERPEN,40.75,-73.97,51.22,4.4
30,BALTIMORE,BREST,-8.56,125.57,48.34,-5.385
30,PLYMOUTH,SENEGAL,50.35,-4.16,14.7,-17.45
30,NEAR MADEIRA,ANTIGUA,32.65,-16.9,17.12,-61.85
30,LISBON,UK,38.68,-9.1,51.5,-0.1
30,ST JOHNS ROAD (ANTIGUA),UK,17.12,-61.85,51.5,-0.1
30,MAKASSAR,BATAVIA,-5.65,118.2,-6.1,106.86
30,YARMOUTH,ANTIGUA,52.61,1.73,17.12,-61.85
30,HELLEVOETSLUIS,MALAGA,51.81,4.08,36.72,-4.42
29,GIBRALTAR,PORT AU PRINCE,36.19,-5.21,18.54,-72.37
29,NEDERLAND,PLYMOUTH,52.0,5.0,50.35,-4.16
29,PORT ROYAL (JAMAICA),SPITHEAD,18.1,-77.3,50.525000000000006,-1.115
29,"PRINCE RUPERT BAY, DOMINICA",DOWNS,15.42,-61.35,51.2,1.4
29,PUNTO GALE,MAZULIPATNAM,6.02,80.22,16.16,81.18
29,CORK (WESTERN APPROACHES),PLYMOUTH,51.9,-8.47,50.35,-4.16
29,JAVA HEAD,MADRAS,-6.75,105.2,13.08,80.27
29,BASSE TERRE,DOWNS,16.23,-61.53,51.2,1.4
29,PUNTO GALLE,BATAVIA,6.03,80.22,-6.1,106.86
28,PLYMOUTH,CORK,50.35,-4.16,51.35,-8.815
28,ROTTERDAM,MADEIRA,51.0,1.11,32.95,-15.88
28,MADRAS - BALASORE,MADRAS,13.08,80.27,13.08,80.27
28,CANTON,TILLICHERRY,19.98,113.85,11.73,75.48
27,MADEIRA,ST JOHN'S ANTIGUA,32.95,-15.88,17.12,-61.85
27,RIO DE JANEIRO,"PORT EGMONT, FALKLAND ISLANDS",-22.9,-43.16,-51.8,-59.0
27,LISBON,PORTSMOUTH,38.68,-9.1,50.2,-1.58
27,GAMRON,COCHIN,26.8,56.6,9.96,76.25
27,HAVANNA,VLISSINGEN,23.27,-82.49,51.45,3.58
27,BASSE TERRE,UK,16.23,-61.53,51.5,-0.1
26,MALDONADO,RIO DE JANEIRO,-34.92,-54.96,-22.9,-43.16
26,PORT LOUIS,TAFELBAAI,-20.17,57.5,-34.225,18.175
26,HALIFAX (CHABUKTA HARBOUR),LISBON,51.5,-0.1,38.68,-9.1
26,TAGUS,SPITHEAD,38.68,-9.1,50.525000000000006,-1.115
26,HELLEVOETSLUIS,BRIDGETOWN,51.81,4.08,13.82,-58.79
26,FENSHALL ROAD MADEIRA,ANTIGUA,32.65,-16.9,17.12,-61.85
26,PLYMOUTH,SANTA CRUZ,50.35,-4.16,28.45,-16.25
26,GULF OF ADEN,BOMBAY,12.79,45.03,18.93,72.85
26,HAMPTON,MARGRET ROAD (UK),37.0,-76.2,51.5,-0.1
25,JAMAICA PORT ROYAL,SPITHEAD,18.1,-77.3,50.525000000000006,-1.115
25,ST HELENA,ASCENSION,-16.02,-5.08,-7.95,-14.37
