count,from_port,to_port,from_lat,from_lon,to_lat,to_lon
562,VLISSINGEN,BATAVIA,51.45,3.58,-6.1,106.86
552,ST HELENA,TABLE BAY,-16.02,-5.08,-33.9,18.4
539,HELLEVOETSLUIS,SURINAME,51.81,4.08,6.095000000000001,-54.485
535,MANILA,CÁDIZ,14.15,120.5,36.525000000000006,-6.41
529,TABLE BAY,PLYMOUTH,-33.9,18.4,50.35,-4.16
520,ROTTERDAM,JAVA,51.0,1.11,-7.5,110.0
513,CURACAO,NEDERLAND,12.21,-68.34,52.0,5.0
507,PLYMOUTH,BATAVIA,50.35,-4.16,-6.1,106.86
504,MADEIRA,ST HELENA,32.95,-15.88,-16.02,-5.08
504,MONTEVIDEO,CADIZ,-34.89,-56.21,36.53,-6.3
493,PLYMOUTH,MADRAS,50.35,-4.16,13.08,80.27
487,JAVA HEAD,DOWNS UK,-6.75,105.2,51.2,1.4
463,TEXEL,SURINAME,52.615,4.175000000000001,6.095000000000001,-54.485
455,ROTTERDAM,MAKASSAR,51.0,1.11,-5.65,118.2
447,CURACAO,TEXEL,12.21,-68.34,52.615,4.175000000000001
446,NIEUWEDIEP,CALCUTTA,52.155,3.27,20.47,87.27
441,MONTEVIDEO,SANTA CATALINA,-34.89,-56.21,-27.62,-48.58
436,ROCHEFORT,MARTINIQUE,46.515,-1.97,15.65,-61.745000000000005
435,ST HELENA,DOWNS,-16.02,-5.08,51.2,1.4
420,PLYMOUTH,ST HELENA,50.35,-4.16,-16.02,-5.08
418,ANTIGUA,SPITHEAD,17.12,-61.85,50.525000000000006,-1.115
408,EL CALLAO,CADIZ,-12.03,-77.16,36.53,-6.3
405,NIEUWEDIEP,SURINAME,52.155,3.27,6.095000000000001,-54.485
395,SOERABAIJA,NIEUWEDIEP,-7.23,112.7,52.155,3.27
394,PLYMOUTH,NEW ZEALAND,50.35,-4.16,-41.0,174.0
392,SANTA CATALINA,CÁDIZ,-27.62,-48.58,36.525000000000006,-6.41
390,MIDDELBURG,BATAVIA,51.5,3.6,-6.1,106.86
389,CÁDIZ,VERACRUZ,36.525000000000006,-6.41,19.2,-96.1
389,CALLAO,CÁDIZ,-12.08,-77.93,36.525000000000006,-6.41
387,KAAP DE GOEDE HOOP,VLISSINGEN,-34.12,18.23,51.45,3.58
384,MIDDELBURG,GULF OF GUINEA,51.5,3.6,4.0,2.0
383,NEW YORK,BATAVIA,40.75,-73.97,-6.1,106.86
381,SPITHEAD,NEW YORK,50.525000000000006,-1.115,40.75,-73.97
378,GOTHENBURG,MACAO,57.71,11.97,22.17,113.54
373,JAVA,TEXEL,-7.5,110.0,52.615,4.175000000000001
373,PADANG,AMSTERDAM,-1.095,100.375,52.77,3.97
368,SPITHEAD,MADEIRA,50.525000000000006,-1.115,32.95,-15.88
364,CURACAO,PARAMARIBO,12.21,-68.34,5.83,-55.15
361,ST HELENA,UK,-16.02,-5.08,51.5,-0.1
359,NEDERLAND,PADANG,52.0,5.0,-1.095,100.375
358,SOERABAIJA,NEDERLAND,-7.23,112.7,52.0,5.0
357,TEXEL,PADANG,52.615,4.175000000000001,-1.095,100.375
350,ROTTERDAM,SURINAME,51.0,1.11,6.095000000000001,-54.485
350,MADRAS,ST HELENA,13.08,80.27,-16.02,-5.08
349,SURINAME,VLISSINGEN,6.095000000000001,-54.485,51.45,3.58
347,ELMINA,SURINAME,5.08,-1.34,6.095000000000001,-54.485
342,ROCHEFORT,LOUISBOURG,46.515,-1.97,46.22,-59.29
330,AKIJAB,NIEUWEDIEP,19.87,92.5,52.155,3.27
322,PLYMOUTH,BARBADOS,50.35,-4.16,13.095,-58.93
322,CANTON,GOTHENBURG,19.98,113.85,57.71,11.97
314,GULF OF GUINEA,SURINAME,4.0,2.0,6.095000000000001,-54.485
312,HELLEVOETSLUIS,RIO DE JANEIRO,51.81,4.08,-22.9,-43.16
312,TAFELBAAI,BATAVIA,-34.225,18.175,-6.1,106.86
307,CORK,BARBADOS,51.35,-8.815,13.095,-58.93
304,GUINEA,SURINAME,10.0,-10.0,6.095000000000001,-54.485
299,BATAVIA,ST HELENA,-6.1,106.86,-16.02,-5.08
299,ST EUSTATIUS,TEXEL,17.5,-62.97,52.615,4.175000000000001
297,BOMBAY,TABLE BAY,18.93,72.85,-33.9,18.4
290,DOWNS,JAVA,51.2,1.4,-7.5,110.0
288,TABLE BAY,PORTSMOUTH,-33.9,18.4,50.2,-1.58
285,TEXEL,RIO DE JANEIRO,52.615,4.175000000000001,-22.9,-43.16
274,ROTTERDAM,SPITSBERGEN,51.0,1.11,60.39,5.32
274,NEDERLAND,GULF OF GUINEA,52.0,5.0,4.0,2.0
272,ST GEORGE D'ELMINA,BATAVIA,5.08,-1.34,-6.1,106.86
270,ROTTERDAM,GUINEA,51.0,1.11,10.0,-10.0
269,SURINAME,CURACAO,6.095000000000001,-54.485,12.21,-68.34
268,UK,BOMBAY,51.5,-0.1,18.93,72.85
268,KAAP DE GOEDE HOOP,HELLEVOETSLUIS,-34.12,18.23,51.81,4.08
256,BANJOEWANGIE,TEXEL,-8.2,114.35,52.615,4.175000000000001
256,SOERABAIJA,ROTTERDAM,-7.23,112.7,51.0,1.11
255,SOERABAYA,ROTTERDAM,-7.23,112.7,51.0,1.11
255,GRAVESEND,JAVA,51.44,0.37,-7.5,110.0
254,AMSTERDAM,SPITSBERGEN,52.77,3.97,60.39,5.32
251,POINT DE GALLE,DOWNS,6.03,80.22,51.2,1.4
250,BOMBAY,ST HELENA,18.93,72.85,-16.02,-5.08
250,SPITHEAD,FORT ST DAVID,50.525000000000006,-1.115,11.77,79.78
249,AMSTERDAM,SURINAME,52.77,3.97,6.095000000000001,-54.485
248,PARAMARIBO,VLISSINGEN,5.83,-55.15,51.45,3.58
246,CAP,BREST,19.74,-72.19,48.34,-5.385
241,BARCELONA,CARTAGENA,41.39,2.17,10.4,-75.5
237,HELLEVOETSLUIS,ST EUSTACIUS,51.81,4.08,17.5,-62.97
236,MADRAS,UK,13.08,80.27,51.5,-0.1
236,MADRAS,BOMBAY,13.08,80.27,18.93,72.85
231,PORTSMOUTH,BOMBAY,50.2,-1.58,18.93,72.85
224,HELLEVOETSLUIS,SIMONSBAAI,51.81,4.08,-34.53,18.6
224,TABLE BAY,UK,-33.9,18.4,51.5,-0.1
224,JAVA,NIEUWEDIEP,-7.5,110.0,52.155,3.27
224,CURACAO,ST EUSTATIUS,12.21,-68.34,17.5,-62.97
223,JAVA HEAD,PORTSMOUTH,-6.75,105.2,50.2,-1.58
223,RIO DE JANEIRO,ANTWERPEN,-22.9,-43.16,51.22,4.4
220,GRAVESEND,BOMBAY,51.44,0.37,18.93,72.85
220,SPITHEAD,GIBRALTAR,50.525000000000006,-1.115,36.19,-5.21
220,BATAVIA,NIEUWENDIEP,-6.1,106.86,52.28,3.28
214,TABLE BAY,DOWNS,-33.9,18.4,51.2,1.4
212,MIDDELBURG,RIO BERBICE,51.5,3.6,6.3,-57.5
212,GRAVESEND,MADRAS,51.44,0.37,13.08,80.27
210,CADIZ,LA HABANA,36.53,-6.3,23.48,-80.91
209,PLYMOUTH,MADEIRA,50.35,-4.16,32.95,-15.88
207,VERACRUZ,LA HABANA,19.2,-96.1,23.48,-80.91
206,JAVA HEAD,GRAVESEND,-6.75,105.2,51.44,0.37
206,MADEIRA,MADRAS,32.95,-15.88,13.08,80.27
205,LIVERPOOL,BATAVIA,53.2,-4.63,-6.1,106.86
205,PORTSMOUTH,ST HELENA,50.2,-1.58,-16.02,-5.08
204,SPITHEAD,PORT ROYAL,50.525000000000006,-1.115,17.94,-76.84
203,ELMINA,PARAMARIBO,5.08,-1.34,5.83,-55.15
201,MIDDELBURG,COLOMBO,51.5,3.6,6.91,79.86
200,TRINCOMALEE,SPITHEAD,8.57,81.22,50.525000000000006,-1.115
199,CÁDIZ,CALLAO DE LIMA,36.525000000000006,-6.41,-12.07,-77.15
195,FALMOUTH,JAVA,50.15,-5.07,-7.5,110.0
195,ST HELENA,DOWNS UK,-16.02,-5.08,51.2,1.4
194,ST THOMAS,BARBADOS,17.96,-65.14500000000001,13.095,-58.93
194,LISBON,SPITHEAD,38.68,-9.1,50.525000000000006,-1.115
190,CURAÇAO,SURINAME,12.34,-68.5,6.095000000000001,-54.485
189,CORK,PENANG VIA FUNCHAL AND TABLE BAY,51.35,-8.815,-33.9,18.4
189,BOMBAY,PLYMOUTH,18.93,72.85,50.35,-4.16
189,BATAVIA,SIMONSBAAI,-6.1,106.86,-34.53,18.6
188,BREST,LOUISBOURG,48.34,-5.385,46.22,-59.29
188,JAVA HEAD,DOWNS VIA ST HELENA,-6.75,105.2,51.2,1.4
183,MIDDELBURG,KUST VAN GUINEA EN SURINAME,51.5,3.6,6.0,-2.0
181,MIDDELBURG,KAAP DE GOEDE HOOP,51.5,3.6,-34.12,18.23
179,COLOMBO,BATAVIA,6.91,79.86,-6.1,106.86
178,PORTSMOUTH,CANTON VIA AUSTRALIA,50.2,-1.58,23.13,113.27
177,CADIZ,MANILA,36.53,-6.3,14.15,120.5
177,CALCUTTA,BATAVIA,20.47,87.27,-6.1,106.86
177,PARAMARIBO,MIDDELBURG,5.83,-55.15,51.5,3.6
177,TABLE BAY,MAURITIUS,-33.9,18.4,-20.17,57.5
176,ST GEORGE D'ELMINA,SURINAME,5.08,-1.34,6.095000000000001,-54.485
176,NEDERLAND,PARAMARIBO,52.0,5.0,5.83,-55.15
175,MIDDELBURG,GUINEA,51.5,3.6,10.0,-10.0
174,KAAPSTAD,BATAVIA,-34.68,18.12,-6.1,106.86
173,GRAVESEND UK,BOMBAY,51.5,-0.1,18.93,72.85
170,CAP,ROCHEFORT,19.74,-72.19,46.515,-1.97
170,JAVA HEAD,FALMOUTH,-6.75,105.2,50.15,-5.07
167,RAMMEKENS,KAAP DE GOEDE HOOP,51.45,3.65,-34.12,18.23
163,PORTSMOUTH,BATAVIA,50.2,-1.58,-6.1,106.86
160,BATAVIA,NAGASAKI,-6.1,106.86,32.75,129.88
159,VLISSINGEN,CURACAO,51.45,3.58,12.21,-68.34
158,RAMMEKENS,COLOMBO,51.45,3.65,6.91,79.86
157,ROTTERDAM,COLOMBO,51.0,1.11,6.91,79.86
156,MONTEVIDEO,LA HABANA,-34.89,-56.21,23.48,-80.91
155,NEDERLAND,KAAP DE GOEDE HOOP,52.0,5.0,-34.12,18.23
153,MADEIRA,RIO DE JANEIRO,32.95,-15.88,-22.9,-43.16
152,FALMOUTH,TABLE BAY,50.15,-5.07,-33.9,18.4
151,NEDERLAND,ST GEORGE D'ELMINA,52.0,5.0,5.08,-1.34
151,PENANG,DOWNS VIA ST HELENA,5.42,100.32,51.2,1.4
151,CURACAO,ST EUSTACIUS,12.21,-68.34,17.5,-62.97
151,TABLE BAY,LISBON,-33.9,18.4,38.68,-9.1
150,CARTAGENA,CÁDIZ,10.4,-75.5,36.525000000000006,-6.41
150,CADIZ,SPITHEAD,36.53,-6.3,50.525000000000006,-1.115
148,BREST,FORT ROYAL,48.34,-5.385,14.59,-61.07
147,CURACAO,ROTTERDAM,12.21,-68.34,51.0,1.11
147,PORTSMOUTH,MADRAS VIA JOHANNA,50.2,-1.58,13.08,80.27
146,JAVA,UK,-7.5,110.0,51.5,-0.1
145,CALLAO,CADIZ,-12.08,-77.93,36.53,-6.3
144,CALCUTTA,SPITHEAD,20.47,87.27,50.525000000000006,-1.115
144,BATAVIA,CADIZ,-6.1,106.86,36.53,-6.3
144,TEXEL,PARAMARIBO,52.615,4.175000000000001,5.83,-55.15
143,SOERABAYA,LISSABON,-7.23,112.7,39.0,-9.65
143,FERDINANDO LORONHO,UK,-3.85,-32.42,51.5,-0.1
143,PORTO PRAYA,"PORT EGMONT, FALKLAND ISLANDS",14.92,-23.52,-51.8,-59.0
142,PLYMOUTH,RIO DE JANEIRO,50.35,-4.16,-22.9,-43.16
141,LE HAVRE,NEW YORK,49.49,0.11,40.75,-73.97
141,AMSTERDAM,CURACAO,52.77,3.97,12.21,-68.34
140,CÁDIZ,PUERTO RICO,36.525000000000006,-6.41,18.48,-66.13
139,PORTSMOUTH,PENANG VIA ST HELENA,50.2,-1.58,5.42,100.32
138,PLYMOUTH,CALCUTTA,50.35,-4.16,20.47,87.27
138,CEYLON,TEXEL,6.85,82.1,52.615,4.175000000000001
138,AXIM,PARAMARIBO,4.86,-2.25,5.83,-55.15
137,ST EUSTACIUS,SURINAME,17.5,-62.97,6.095000000000001,-54.485
136,NEDERLAND,GUINEA,52.0,5.0,10.0,-10.0
136,CADIZ,EL CALLAO - LIMA,36.53,-6.3,-12.07,-77.15
135,BATAVIA,NIEUW DIEP,-6.1,106.86,52.58,4.25
135,LIMA,CÁDIZ,-12.04,-77.03,36.525000000000006,-6.41
134,TRINCOMALEE,TABLE BAY,8.57,81.22,-33.9,18.4
134,NEW YORK,BUENOS AIRES,40.75,-73.97,-34.63,-58.33
134,TIMOR,DOWNS,-8.56,125.57,51.2,1.4
133,SAN SEBASTIAN,BATAVIA,-23.8,-45.6,-6.1,106.86
132,CANTON,TEXEL,19.98,113.85,52.615,4.175000000000001
132,PENANG,DOWNS,5.42,100.32,51.2,1.4
132,CURAÇAO,VLISSINGEN,12.34,-68.5,51.45,3.58
132,JAVA,SPITHEAD,-7.5,110.0,50.525000000000006,-1.115
132,JAVA HEAD,BRISTOL CHANNEL,-6.75,105.2,51.45,-2.58
131,PLYMOUTH,PENANG (VIA FUNCHAL),50.35,-4.16,5.42,100.32
131,HARTLEPOOL,BATAVIA,54.38,0.4,-6.1,106.86
131,HARTLEPOOL,CHINA,54.38,0.4,31.2,121.5
131,BRAMSPUNT,MIDDELBURG,6.07,-55.17,51.5,3.6
130,BATAVIA,FALMOUTH,-6.1,106.86,50.15,-5.07
130,MIDDELBURG,CABO DE GOEDE HOOP,51.5,3.6,-34.06,18.15
129,DOVER,MADRAS,51.48,1.52,13.08,80.27
129,CURACAO,NIEUWEDIEP,12.21,-68.34,52.155,3.27
129,GUADELOUPE,BREST,16.25,-61.58,48.34,-5.385
128,MANILA,EL CALLAO,14.15,120.5,-12.03,-77.16
128,SPITHEAD,PENANG VIA SIMONS BAY,50.525000000000006,-1.115,5.42,100.32
127,PADANG,HELLEVOETSLUIS,-1.095,100.375,51.81,4.08
127,BALI (JAVA),UK,-7.5,110.0,51.5,-0.1
127,PORT LOUIS,HELLEVOETSLUIS,-20.17,57.5,51.81,4.08
126,CAPE COAST,BARBADOS,5.1,-1.25,13.095,-58.93
126,JAVA HEAD VIA ST HELENA,DOWNS UK,-6.75,105.2,51.2,1.4
125,JAMAICA,DOWNS,18.1,-77.3,51.2,1.4
125,SOERABAJA,ROTTERDAM,-7.23,112.7,51.0,1.11
125,PORT EGMONT,SANDWICH ISLANDS,-51.7,-57.85,21.3,-157.8
124,MADEIRA,BOMBAY HARBOUR,32.95,-15.88,18.93,72.85
124,RIO DE JANEIRO,VLISSINGEN,-22.9,-43.16,51.45,3.58
123,SPITHEAD,MALDONADO,50.525000000000006,-1.115,-34.92,-54.96
123,FALMOUTH,MADRAS,50.15,-5.07,13.08,80.27
122,HELLEVOETSLUIS,ST EUSTATIUS,51.81,4.08,17.5,-62.97
122,CURACAO,MIDDELBURG,12.21,-68.34,51.5,3.6
121,NIEUWE DIEP,JAVA,52.77,4.42,-7.5,110.0
121,MACAO,ST HELENA,22.17,113.54,-16.02,-5.08
120,PLYMOUTH,NEW YORK,50.35,-4.16,40.75,-73.97
120,SPITHEAD,BOMBAY,50.525000000000006,-1.115,18.93,72.85
120,JAVA HEAD,SPITHEAD,-6.75,105.2,50.525000000000006,-1.115
120,EL FERROL,MONTEVIDEO,43.0,-9.5,-34.89,-56.21
120,DOWNS,COLOMBO,51.2,1.4,6.91,79.86
120,SOERABAYA,NIEUWEDIEP,-7.23,112.7,52.155,3.27
119,PORT ROYAL JAMAICA,PLYMOUTH,18.1,-77.3,50.35,-4.16
119,DOWNS,MALACCA,51.2,1.4,2.17,102.24
118,JAVA,BROUWERSHAVEN,-7.5,110.0,51.75,3.9
118,MARAÑÓN,BARCELONA,-2.4,-44.29,41.39,2.17
118,PUNTO GALE,NEDERLAND,6.02,80.22,52.0,5.0
118,DESCONOCIDO (CREO QUE ACAPULCO),SAN BLAS,16.85,-99.9,21.9,-106.96
117,NEDERLAND,ELMINA,52.0,5.0,5.08,-1.34
117,DOWNS,CALCUTTA,51.2,1.4,20.47,87.27
117,DOWNS UK,PENANG,51.2,1.4,5.42,100.32
116,SPITHEAD,MOCHA,50.525000000000006,-1.115,13.32,43.25
116,"PORT ROYAL, JAMAICA",SPITHEAD,18.1,-77.3,50.525000000000006,-1.115
116,RIO DE JANEIRO,"COLOMBO, CEYLON",-22.9,-43.16,7.0,80.0
116,SANTA CRUZ,TAFELBAAI,28.45,-16.25,-34.225,18.175
115,BANJOEWANGIE,BROUWERSHAVEN,-8.2,114.35,51.75,3.9
115,UK,JAVA (XMAS ISLAND),51.5,-0.1,-7.5,110.0
115,GALLE,ROTTERDAM,6.0,80.2,51.0,1.11
115,CHARILLO,SOERABAYA,-12.67,-77.06,-7.23,112.7
114,DOWNS,PENANG VIA ST HELENA,51.2,1.4,5.42,100.32
114,ST HELENA,CANTON,-16.02,-5.08,19.98,113.85
114,JAVA,VLISSINGEN,-7.5,110.0,51.45,3.58
114,RIO DE JANEIRO,CURACAO,-22.9,-43.16,12.21,-68.34
113,NIEUWEDIEP,SAMARANG,52.155,3.27,-6.65,110.32
113,NEDERLAND,NEW YORK,52.0,5.0,40.75,-73.97
113,ROTTERDAM,NEW YORK,51.0,1.11,40.75,-73.97
113,SPITHEAD,SUMBA (OFF JAVA),50.525000000000006,-1.115,-7.5,110.0
112,TEXEL,ST EUSTACIUS,52.615,4.175000000000001,17.5,-62.97
112,BREST,LA MARTINIQUE,48.34,-5.385,14.64,-61.02
112,MADEIRA,BARBADOS,32.95,-15.88,13.095,-58.93
112,FERROL,BREST,43.6,-8.65,48.34,-5.385
111,HELLEVOETSLUIS,KAAPSTAD,51.81,4.08,-34.68,18.12
111,MONTEVIDEO,VALPARAISO,-34.89,-56.21,-33.08,-71.67
110,CURAÇAO,NEDERLAND,12.34,-68.5,52.0,5.0
109,ST HELENA,HELLEVOETSLUIS,-16.02,-5.08,51.81,4.08
109,PRINCE OF WALES ISLAND (PENANG),GRAVESEND,5.42,100.32,51.44,0.37
109,PORTSMOUTH,ANJER ROAD JAVA,50.2,-1.58,-7.5,110.0
108,HAVANA,SPITHEAD,23.13,-82.38,50.525000000000006,-1.115
107,TAFELBAAI,CORK,-34.225,18.175,51.35,-8.815
107,TRINCOMALEE,LISBON,8.57,81.22,38.68,-9.1
106,PLYMOUTH,ST AUGUSTINES,50.35,-4.16,-23.4,43.66
105,RAMMEKENS,SIMONSBAAI,51.45,3.65,-34.53,18.6
105,ST HELENA,TEXEL,-16.02,-5.08,52.615,4.175000000000001
105,NEW ZEALAND,TAHITI,-41.0,174.0,-17.68,-149.45
105,NIEUWE DIEP,BATAVIA,52.77,4.42,-6.1,106.86
104,VLISSINGEN,GUINEA,51.45,3.58,10.0,-10.0
104,CORK,TRINCOMALEE VIA FUNCHAL,51.35,-8.815,8.58,81.23
104,MONTAGUE ISLE,SANDWICH ISLANDS,59.7,-148.4,21.3,-157.8
103,BATAVIA,PADANG,-6.1,106.86,-1.095,100.375
102,ST EUSTATIUS,PARAMARIBO,17.5,-62.97,5.83,-55.15
102,BATAVIA,UK,-6.1,106.86,51.5,-0.1
102,BATAVIA,PARAMARIBO,-6.1,106.86,5.83,-55.15
102,BARBADOS,UK,13.095,-58.93,51.5,-0.1
101,LIMA (PISCO),CORK,-12.04,-77.03,51.35,-8.815
101,ROCHEFORT,FORT ROYAL,46.515,-1.97,14.59,-61.07
100,AMSTERDAM,ST GEORGE D'ELMINAR,52.77,3.97,5.08,-1.35
100,DOWNS,CHINA,51.2,1.4,31.2,121.5
100,CALCUTTA,TABLE BAY,20.47,87.27,-33.9,18.4
100,MONTEREY,LA CÔTE DE CHINE,36.66,-121.9,22.17,114.81
100,PLYMOUTH,JAMAICA,50.35,-4.16,18.1,-77.3
99,LIVERPOOL,PORT PHILIP,53.2,-4.63,-37.9,144.9
98,NIEUWEDIEP,PADANG,52.155,3.27,-1.095,100.375
98,KAAP DE GOEDE HOOP,AMSTERDAM,-34.12,18.23,52.77,3.97
98,ST KITTS,SPITHEAD,17.3,-62.73,50.525000000000006,-1.115
98,FALMOUTH,ST AUGUSTINES,50.15,-5.07,-23.4,43.66
97,MADEIRA,ZANZIBAR,32.95,-15.88,-6.16,39.19
97,ST CATHERINE,TALCAGUANA,-27.35,-47.67,-36.76,-73.17
96,TEXEL,NEW YORK,52.615,4.175000000000001,40.75,-73.97
96,TRINCOMALEE,MADRAS,8.57,81.22,13.08,80.27
96,ISLE D'AIX,LOUISBOURG,46.58,-4.67,46.22,-59.29
96,HELLEVOETSLUIS,TAFELBAAI,51.81,4.08,-34.225,18.175
95,RIO DE JANEIRO,SPITHEAD,-22.9,-43.16,50.525000000000006,-1.115
95,SAO TOME,VLISSINGEN,0.33,6.74,51.45,3.58
95,VLISSINGEN,CABO DE GOEDE HOOP,51.45,3.58,-34.06,18.15
95,PENANG,ST HELENA,5.42,100.32,-16.02,-5.08
94,MIDDELBURG,ELMINA,51.5,3.6,5.08,-1.34
94,ST MAARTEN,SURINAME,17.715,-62.52,6.095000000000001,-54.485
94,BUENOS AIRES,LA CORUÑA,-34.63,-58.33,43.36,-8.36
93,FALMOUTH,BARBADOS,50.15,-5.07,13.095,-58.93
92,NEDERLAND,RIO DE JANEIRO,52.0,5.0,-22.9,-43.16
92,MOCHA,BOMBAY,13.32,43.25,18.93,72.85
92,GIBRALTAR,BARBADOS,36.19,-5.21,13.095,-58.93
92,BASSE TERRE,PLYMOUTH,16.23,-61.53,50.35,-4.16
92,SPITHEAD,JOHANNA,50.525000000000006,-1.115,-12.13,44.4
92,PORT EGMONT,SPITHEAD,-51.7,-57.85,50.525000000000006,-1.115
91,SOERABAJA,NEDERLAND,-7.23,112.7,52.0,5.0
91,RAMMEKENS,WEST AFRICA,51.45,3.65,8.0,-5.0
91,ST EUSTATIUS,MIDDELBURG,17.5,-62.97,51.5,3.6
91,NEDERLAND,MONTEVIDEO,52.0,5.0,-34.89,-56.21
89,SAMARANG,TEXEL,-6.65,110.32,52.615,4.175000000000001
89,LA CORUÑA,PUERTO DE BRESTE,43.36,-8.36,48.4,-4.5
89,MONTEVIDEO,SPITHEAD,-34.89,-56.21,50.525000000000006,-1.115
89,EL CALLAO,RIO DE JANEIRO,-12.03,-77.16,-22.9,-43.16
88,RIO DE JANEIRO,RIO DE LA PLATA,-22.9,-43.16,-35.0,-54.78
88,PORT JACKSON AUSTRALIA,ST HELENA,-25.0,135.0,-16.02,-5.08
87,ST JAGO,ST HELENA,14.92,-23.52,-16.02,-5.08
87,GUADELOUPE,ROCHEFORT,16.25,-61.58,46.515,-1.97
87,RIO DE JANEIRO,PORT JACKSON AUSTRALIA,-22.9,-43.16,-25.0,135.0
86,LISBON,PLYMOUTH,38.68,-9.1,50.35,-4.16
85,NEDERLAND,SIMONSBAAI,52.0,5.0,-34.53,18.6
85,KAAPSTAD,BERGEN,-34.68,18.12,60.4,5.3
85,TEXEL,SAN SEBASTIAN,52.615,4.175000000000001,-23.8,-45.6
84,PLYMOUTH,HALIFAX (CHABUKTA HARBOUR),50.35,-4.16,51.5,-0.1
84,PLYMOUTH,MAURITIUS,50.35,-4.16,-20.17,57.5
83,MALACCA,ST HELENA,2.17,102.24,-16.02,-5.08
83,HELLEVOETSLUIS,BUENOS AIRES,51.81,4.08,-34.63,-58.33
82,ANTIGUA,NEW YORK,17.12,-61.85,40.75,-73.97
82,PLYMOUTH,GIBRALTAR,50.35,-4.16,36.19,-5.21
82,SURINAME,LISSABON,6.095000000000001,-54.485,39.0,-9.65
81,FALMOUTH,DEMERARA,50.15,-5.07,6.8,-58.15
81,AMSTERDAM,KAAPSTAD,52.77,3.97,-34.68,18.12
81,BATAVIA,BAIJ VAN DILAGOA,-6.1,106.86,-26.0,32.75
81,SIMONSBAAI,PUNTO GALLE,-34.53,18.6,6.03,80.22
80,VLISSINGEN,TAFELBAAI,51.45,3.58,-34.225,18.175
80,CARLISLE BAY FALKLAND ISLANDS,PLYMOUTH,-51.8,-59.0,50.35,-4.16
80,BATAVIA,SAN FRANCISCO,-6.1,106.86,37.5,-122.68
79,GUADELOUPE,NANTES,16.25,-61.58,47.22,-1.55
78,CAYENNE,BERGEN (NORWAY),4.845000000000001,-52.175,60.39,5.32
78,SURINAME,BERGEN,6.095000000000001,-54.485,60.4,5.3
