port_name,from_count,to_count,latitude,longitude,anchor_count,total_mentions
ST. NAZAIRE,66.0,41.0,,,,107.0
LA ROCHELLE,35.0,72.0,46.16,-1.15,,107.0
AMBOINE,59.0,45.0,-3.805,128.43,2.0,106.0
MONOPIN HILL,42.0,36.0,-2.0,105.1,28.0,106.0
ISLA DE SANTA CATALINA (SANTA CATARINA-BRASIL?),,106.0,,,,106.0
ST CRUZ,75.0,29.0,28.55,-16.165,2.0,106.0
BAIJ VAN DILAGOA,23.0,81.0,-26.0,32.75,1.0,105.0
CAPE PALLISSER NEW ZEALAND,105.0,,-41.0,174.0,,105.0
RIVER SHANNON,,105.0,,,,105.0
COROMANDEL,68.0,36.0,,,,104.0
SHANGHAI,52.0,52.0,,,,104.0
MADERIA,19.0,85.0,,,,104.0
TRINCOMALEE VIA FUNCHAL,,104.0,8.58,81.23,,104.0
BRETTS HARBOUR,1.0,1.0,-51.33,-60.2,102.0,104.0
LA CONCEPCIÓN DE CHILE,27.0,76.0,,,,103.0
PUERTO DE MONTEVIDEO,83.0,20.0,,,,103.0
CAPETOWN,31.0,72.0,,,,103.0
START POINT,11.0,92.0,,,,103.0
TERNEUZEN,102.0,,,,,102.0
CHILOÉ,75.0,27.0,,,,102.0
MEEUWEBAAI,12.0,90.0,,,,102.0
CRUISING THE WESTERN APPROACHES,59.0,43.0,,,,102.0
LA CÔTE DE CHINE,,100.0,22.17,114.81,1.0,101.0
LIMA (PISCO),101.0,,-12.04,-77.03,,101.0
NOUVELLE IRLANDE,45.0,54.0,-4.72,152.675,2.0,101.0
"CÁDIZ, LLEGANDO ANTES HASTA LAS AZORES",,101.0,,,,101.0
HOBARTTOWN,,100.0,,,,100.0
TRISTAN D'ACUNHA,58.0,42.0,,,,100.0
ISLA SANTA CATALINA,,100.0,,,,100.0
ST AUGUSTINS BAY,40.0,60.0,,,,100.0
SALDANHA,38.0,62.0,,,,100.0
NOUVELLE CALLEDONIË,99.0,,,,,99.0
I. SANTA CATALINA,,99.0,,,,99.0
ST BLAS,88.0,11.0,,,,99.0
ICELAND (COASTAL),99.0,,,,,99.0
BRUNSWICK,55.0,44.0,,,,99.0
LA GUAYRA,23.0,72.0,10.78,-67.14,3.0,98.0
SUNDA STRAIT,98.0,,,,,98.0
SOUTHSEA,,98.0,,,,98.0
ESTRECHO DE SAN BERNARDINO,98.0,,,,,98.0
ZANZIBAR,,97.0,-6.16,39.19,,97.0
LA BAIE DE LEGRAND,36.0,59.0,-34.114999999999995,121.8,2.0,97.0
VALSBAAI,,96.0,,,,96.0
WESTEREILANDEN,96.0,,,,,96.0
ST JAGO (SAO TIAGO),89.0,7.0,,,,96.0
GULF OF ADEN,26.0,70.0,12.79,45.03,,96.0
ST LUCIA,15.0,81.0,13.9,-61.0,,96.0
ISLA DEL PRINCIPE,96.0,,,,,96.0
RODRIGUEZ,,96.0,,,,96.0
JOANNA,17.0,78.0,,,,95.0
"BARNPOOL, PLYMOUTH",95.0,,,,,95.0
PORTHMOUTH,95.0,,,,,95.0
RODRIQUES (DIEGO RAY),45.0,50.0,,,,95.0
MOHILLA ISLAND,70.0,24.0,,,,94.0
CABENDAR ROAD,,94.0,,,,94.0
MORANDAVA (MADAGASCAR),34.0,60.0,,,,94.0
MARTINICO,,94.0,,,,94.0
GUIANA,,93.0,,,,93.0
AMBOYNA,93.0,,,,,93.0
FORT ST GEORGES,17.0,76.0,,,,93.0
"FORT ROYAL, MARTINIQUE",53.0,40.0,14.64,-61.02,,93.0
PORTUGAL,93.0,,,,,93.0
PRINCE RUPERT BAY,39.0,53.0,,,,92.0
DESEADA,23.0,69.0,,,,92.0
CAYMANS BAY (CAPE),27.0,64.0,,,,91.0
GAMRON,27.0,63.0,26.8,56.6,1.0,91.0
CARLISLE BAY BARBADOS,,91.0,,,,91.0
KEMA,19.0,69.0,1.26,125.36,2.0,90.0
MASAFUERA,90.0,,,,,90.0
ISLE TINIAN,,90.0,,,,90.0
NEW GUINEA,,89.0,-5.0,141.0,,89.0
CAPE ST NICHOLAS,89.0,,,,,89.0
CRUISE OFF CAPE,89.0,,,,,89.0
SENEGAL RIVER,58.0,31.0,14.7,-17.45,,89.0
PUERTO DE BRESTE,15.0,74.0,48.4,-4.5,,89.0
ZANTEME,88.0,,,,,88.0
SOURATTE,25.0,63.0,,,,88.0
STA. CATHALINA,87.0,,,,,87.0
WATERFORD,87.0,,,,,87.0
NEAR EQUATOR,87.0,,,,,87.0
PUERTO DE PAITA,87.0,,,,,87.0
DOWNES,,87.0,,,,87.0
MALAKKA,22.0,42.0,2.17,102.24,23.0,87.0
CONCEPCION DE CHILE,,86.0,,,,86.0
MONTEVIDEO Y RÍO DE LA PLATA,,86.0,,,,86.0
CARLISE BAY BARBADOES,,86.0,,,,86.0
CRUISING OFF GRAND BANKS,,86.0,,,,86.0
LOUISBOURG ET RETOUR A L'ISLE D'AIX,,85.0,,,,85.0
ILE MOWÉE,35.0,49.0,20.51,-156.09,1.0,85.0
NEW PROVIDENCE BAHAMAS,7.0,78.0,,,,85.0
TELLICHERRY,85.0,,,,,85.0
PACÍFICO,,85.0,,,,85.0
DOWNS UK VIA ST HELENA,,84.0,51.2,1.4,,84.0
ACHEEN (SUMATRA),84.0,,,,,84.0
ILE D'AIX,83.0,,46.3,-1.59,1.0,84.0
NAGAPATAN,,84.0,,,,84.0
TERNAL,8.0,75.0,45.22,137.48,1.0,84.0
NOVA SCOTIA,19.0,65.0,,,,84.0
TERRE NEUVE,14.0,70.0,,,,84.0
LOUISBOURG ET RTOUR A ROCHEFORT,,83.0,,,,83.0
AZOREN,20.0,63.0,,,,83.0
LA GUADELOUPE,43.0,39.0,15.57,-61.67,1.0,83.0
CABO BUENA ESPERANZA,,83.0,,,,83.0
MOUBAT,30.0,53.0,,,,83.0
ST CHRISTOFFEL,32.0,50.0,17.38,-61.57,1.0,83.0
ANGUILLA,82.0,,,,,82.0
RIVER BANJOR,22.0,39.0,-3.52,114.48,21.0,82.0
DEMERARA,,81.0,6.8,-58.15,,81.0
"PORT LOUIS, MAURITIUS",31.0,47.0,-20.15,57.47,3.0,81.0
KAAP MASURADO,,81.0,,,,81.0
ANNA DE CHACES,81.0,,,,,81.0
CAPE NICHOLAS,81.0,,,,,81.0
CARLISLE BAY FALKLAND ISLANDS,80.0,,-51.8,-59.0,,80.0
ST CATHARINES,29.0,51.0,,,,80.0
"NASSAU, BAHAMAS",30.0,50.0,,,,80.0
NANTES,32.0,47.0,47.22,-1.55,,79.0
FORT WILLIAM,79.0,,,,,79.0
PORTE PRAIJO,69.0,9.0,14.85,-23.55,1.0,79.0
KING GEORGE'S SOUND,33.0,46.0,,,,79.0
"ACHEEN HEAD, SUMATRA",78.0,,,,,78.0
HONFLEUR,78.0,,,,,78.0
"GRAND BANC, TERRE NEUVE ET RETOUR A HONFLEUR",,78.0,,,,78.0
GUERNSEY,77.0,,,,,77.0
MOCA MOCA SUMATRA,77.0,,,,,77.0
CAPE VERDE (DAKAR),77.0,,,,,77.0
BAAIJ FALSO,1.0,76.0,,,,77.0
PACÍFICO(MAR DEL SUR),,77.0,,,,77.0
CALCUTA,76.0,,,,,76.0
"SALVADOR, BRAZIL",,76.0,,,,76.0
TABLE BAY TOWARDS MADAGASCAR,76.0,,-33.9,18.4,,76.0
SAINT PIERRE-TERRE NEUVE,18.0,58.0,,,,76.0
"MAURITIUS, BATAVIA",,76.0,-20.2,57.5,,76.0
ICELAND,52.0,24.0,,,,76.0
CALLAO (LIMA),,76.0,-12.07,-77.15,,76.0
LEITH,,75.0,55.98,-3.17,,75.0
DIEGO RAYS (RODRIQUES),75.0,,,,,75.0
KAAP MONTE,,75.0,,,,75.0
"BACK BAY, TRINCOMALEE",27.0,48.0,8.58,81.23,,75.0
ST JOHNS (CRUISING),,75.0,,,,75.0
ST MARTINS,75.0,,,,,75.0
ANGOLA,,75.0,-8.84,13.23,,75.0
ISLA DE PASCUA Y EL CALLAO,,75.0,-12.07,-77.15,,75.0
PRINCES,74.0,,,,,74.0
HAVRE,61.0,13.0,,,,74.0
SCHAPENEILAND,4.0,70.0,,,,74.0
HAMOZE UK,,74.0,51.5,-0.1,,74.0
RHODE ISLAND,22.0,52.0,,,,74.0
CAPE CARAVELLA,37.0,37.0,,,,74.0
ILE DE PAQUE,51.0,21.0,-27.175,-109.06,2.0,74.0
QUILOA EAST AFRICA,74.0,,-9.0,39.5,,74.0
LOMBOCK (NR BALI),74.0,,,,,74.0
TRINIDADA,64.0,9.0,10.5,-61.25,,73.0
ARIKA,54.0,18.0,-18.48,-70.33,1.0,73.0
DOMINIQUE,67.0,6.0,,,,73.0
RIO DEMMERARY,73.0,,,,,73.0
CHATHAM,,73.0,51.38,0.52,,73.0
MARSEILLES,72.0,,43.3,5.37,,72.0
KUST VAN GUINEA,72.0,,6.0,-2.0,,72.0
SAJOR ROAD,72.0,,,,,72.0
SAUGOR ROAD,72.0,,,,,72.0
CAPE COMERIN,71.0,,8.06,77.55,1.0,72.0
ST MARY'S BAY MADAGASCAR,,,-16.98,49.85,72.0,72.0
ST GEORGES BERMUDA,,72.0,,,,72.0
SWANSEA,72.0,,,,,72.0
MARIE GALANTE,39.0,33.0,,,,72.0
PAMPUS,,72.0,,,,72.0
RÍO DE JANEIRO (BRASIL),,71.0,,,,71.0
CUMBAVA,71.0,,,,,71.0
"ST. AUGUSTINE, MADAGASCAR",,71.0,,,,71.0
MEDITERRANEAN,,71.0,,,,71.0
ACCRAH,70.0,,,,,70.0
CALCUTA.,70.0,,,,,70.0
ST JOHNS HARBOUR,34.0,36.0,,,,70.0
KUST VAN AFRIKA,,70.0,,,,70.0
ST HELENS ROAD UK,70.0,,51.5,-0.1,,70.0
GUINNEE (KAAP AXIM),70.0,,,,,70.0
MANZANILLA DE CUBA,68.0,2.0,,,,70.0
DRONTHEM,,69.0,,,,69.0
NANTASKEN,44.0,25.0,,,,69.0
ISLA DE PASCUA,27.0,42.0,,,,69.0
CARRICK ROAD,69.0,,,,,69.0
GIBRALTAR VIA ANTIGUA,,69.0,17.12,-61.85,,69.0
HAVANA (CUBA),68.0,,,,,68.0
BAHIA,30.0,27.0,-12.96,-38.51,11.0,68.0
SYDNEY,,68.0,,,,68.0
DARTMOUTH,,68.0,,,,68.0
PINANG,29.0,39.0,,,,68.0
GIBRALTOR VIA ANTIGUA,,68.0,17.12,-61.85,,68.0
ACHEEN,16.0,52.0,,,,68.0
GOA ROAD,55.0,9.0,15.47,73.77,4.0,68.0
FORT ZEELANDIA,13.0,54.0,,,,67.0
ACCRA,67.0,,5.55,-0.19,,67.0
WHITBY BAY UK,67.0,,51.5,-0.1,,67.0
BELIZE,50.0,15.0,17.240000000000002,-87.275,2.0,67.0
PRINSIES,44.0,23.0,,,,67.0
BRAAMSPUNT,15.0,51.0,6.21,-55.11,1.0,67.0
FLORIDA KEYS,59.0,8.0,,,,67.0
CAP FRANCAISE,49.0,17.0,19.74,-72.19,1.0,67.0
VOGLE SOUND,,67.0,,,,67.0
MELILLA,,66.0,,,,66.0
FALSE BAY,36.0,30.0,,,,66.0
SPITHEAD (VIA FYAL),,66.0,,,,66.0
MEDEMBLIK,66.0,,,,,66.0
KINGSTON,2.0,64.0,17.97,-76.79,,66.0
CROOKED ISLAND (BAHAMAS),66.0,,,,,66.0
"ST MARYS, MADAGASCAR",65.0,,,,,65.0
INDISCHE ZEE,14.0,51.0,,,,65.0
ISLA DE LOS ESTADOS,,65.0,,,,65.0
ST CATHARINE,65.0,,,,,65.0
MEDITERANEE,,65.0,,,,65.0
TABE BAY,,65.0,,,,65.0
'T NIEUWE DIEP,64.0,,,,,64.0
BUENO AIRES,34.0,30.0,,,,64.0
ANTIGUA TO GIBRALTAR,,64.0,17.12,-61.85,,64.0
RÍO DE JANEIRO,64.0,,,,,64.0
ST AUGUSTINE MADAGASCAR,,64.0,,,,64.0
THE NORE,15.0,49.0,,,,64.0
OFF CADIZ,63.0,,,,,63.0
GIBRALTER,31.0,32.0,,,,63.0
MAHÓN,47.0,16.0,,,,63.0
BERGEN/NOORWEGEN,,63.0,60.39,5.32,,63.0
MALVINAS,63.0,,,,,63.0
VERACRUZ.,63.0,,19.2,-96.1,,63.0
RIO GABON,11.0,49.0,-0.1249999999999999,8.875,2.0,62.0
KOPENHAGEN,,62.0,,,,62.0
LOPS HEAD IRELAND,,62.0,,,,62.0
ST ANDRIES,,62.0,,,,62.0
CAPE TOWN,,62.0,-33.9,18.4,,62.0
PORT AU PRINCE,30.0,29.0,18.54,-72.37,3.0,62.0
CASTRIES,42.0,15.0,51.45,140.85,5.0,62.0
GULF OF GUINEE,,62.0,,,,62.0
HALIFAX (NF),5.0,56.0,,,,61.0
TENERIFE,31.0,28.0,29.375,-16.3,2.0,61.0
NOORDKUST JAVA,,61.0,-7.5,110.0,,61.0
FORT AXIM,,60.0,4.5,-3.93,1.0,61.0
ALLERHEILIGEN BAAIJ,37.0,21.0,-13.01,-38.53,3.0,61.0
TRINIDAD (CUBA),49.0,12.0,10.5,-61.25,,61.0
TRUXILLO,45.0,14.0,16.11,-86.015,2.0,61.0
FERRO,60.0,,,,,60.0
LONG BAY JAMAICA,60.0,,18.1,-77.3,,60.0
USHANT,60.0,,,,,60.0
ST MARTIN DE RHÉ,37.0,23.0,,,,60.0
SURAT,60.0,,21.17,72.83,,60.0
PRINSSE EILAND,45.0,15.0,,,,60.0
CRUISING TO LISBON,,60.0,38.72,-9.14,,60.0
CANARIA,9.0,46.0,28.465,-15.35,4.0,59.0
COASTAL IN CARIBEAN,59.0,,,,,59.0
DUNNOZE,59.0,,,,,59.0
IVOORKUST,59.0,,,,,59.0
PLYMOUTH - CRUISING WESTERN APPROACHES,,59.0,,,,59.0
BELLE ISLE,53.0,6.0,,,,59.0
CUL DE SAC,17.0,41.0,14.42,-59.17,1.0,59.0
GALE,26.0,32.0,6.0,80.2,1.0,59.0
FUNCHAL TOWARDS AZORES AND BACK,59.0,,,,,59.0
CORMANTIJN,59.0,,,,,59.0
CAPE LAGULLAS,50.0,9.0,,,,59.0
PISANG (SUMATRA),58.0,,,,,58.0
BONA VISTA,58.0,,,,,58.0
ST EUSTASIUS,,56.0,17.5,-62.97,2.0,58.0
INGELEE,58.0,,,,,58.0
HUDSON BAY,19.0,39.0,,,,58.0
FYALL BAY,37.0,21.0,,,,58.0
CAPE ST VINCENT,32.0,26.0,13.15,-61.2,,58.0
PORTO PRAIJO,21.0,19.0,14.92,-23.52,17.0,57.0
ST HELLENS ROAD,57.0,,,,,57.0
NANTASKET,,57.0,,,,57.0
WEST INDIE,52.0,5.0,,,,57.0
CAROLINA,,57.0,,,,57.0
CRUISING OF USHANT,,57.0,,,,57.0
CÁDIZ ?,,56.0,,,,56.0
ST JOHNS ON A CRUISE TO BERMUDA AND BACK,56.0,,,,,56.0
CAP FRANCOIS,44.0,12.0,,,,56.0
ST JOHNS ANTIGUA,45.0,11.0,17.12,-61.85,,56.0
GAMBIA,38.0,18.0,13.45,-16.57,,56.0
RIO DOMMERAAIJ,56.0,,,,,56.0
CAAP FRANCAIS,23.0,33.0,,,,56.0
TILLECHERRY ROAD,55.0,,,,,55.0
SIMONSBAAIJ,54.0,1.0,,,,55.0
GAMBIA RIVER,18.0,37.0,,,,55.0
PLYMOUTH SOUND,55.0,,,,,55.0
TRINDADA,,55.0,,,,55.0
PUNTE GALE,32.0,21.0,6.02,80.22,1.0,54.0
ST JOHN NEWFOUNDLAND,,54.0,,,,54.0
"ST GEORGES BAY, GRENADA",,54.0,12.05,-61.75,,54.0
"ILES ST. PIERRE, TERRE NEUVE, ILE ROYALE ET RETOUR",,54.0,,,,54.0
CHRISTIAAN ZAND,,54.0,,,,54.0
MIDDELLANDSE ZEE,16.0,38.0,,,,54.0
MALTA,28.0,26.0,35.9,14.51,,54.0
FUNCHAL ROAD (MADEIRA),35.0,19.0,32.65,-16.9,,54.0
NAGEPATNAM,20.0,32.0,10.75,79.84,1.0,53.0
CRUISING,29.0,24.0,,,,53.0
MILFORD HAVEN,,53.0,,,,53.0
COASTAL GULF OF GUINEA,53.0,,,,,53.0
PLYMOUTH (CRUISING),,53.0,,,,53.0
ST PAOLO,,52.0,5.9,-10.5,1.0,53.0
CAP FRANCAIS,43.0,8.0,19.75,-72.2,2.0,53.0
ILE MIQUELON ET RETOUR A ROCHEFORT,,53.0,,,,53.0
"TOBAGO, LA MARTINIQUE, ST. DOMINGUE",,53.0,14.64,-61.02,,53.0
CHEREBON ROAD,42.0,7.0,-6.7,108.6,4.0,53.0
NEWPORT RHODE ISLAND,52.0,,,,,52.0
BREMEN,52.0,,53.08,8.8,,52.0
FORT BANJOEWANGIE,3.0,49.0,-8.2,114.35,,52.0
MAKASSER,,,-5.14,119.4,52.0,52.0
COCHINE,52.0,,9.93,76.26,,52.0
GOEDE RHEEDE,52.0,,,,,52.0
CONNECTICUTT,52.0,,,,,52.0
COASTAL INDONESIAN ARCHIPELAGO,52.0,,,,,52.0
SANTANDER,,52.0,43.46,-3.8,,52.0
"ST. AUGUSTINES, MADAGASCAR",,51.0,,,,51.0
ACHEAN,51.0,,,,,51.0
FORT ST DAVID ROAD (MADRAS),25.0,23.0,11.77,79.78,3.0,51.0
AMÉRICA SEPTENTRIONAL(NOKA),,51.0,,,,51.0
ALGIERS,7.0,44.0,36.75,3.04,,51.0
MANILA.,51.0,,14.6,120.98,,51.0
DIEGO RAY,13.0,38.0,,,,51.0
THE RAMHEAD,50.0,,,,,50.0
PLACENTIA HARBOUR,21.0,29.0,,,,50.0
SCILLY ISLES,,50.0,,,,50.0
"POINT DE GALLE ROAD, CEYLON",,50.0,7.0,80.0,,50.0
BILBAO,8.0,42.0,43.26,-2.93,,50.0
RAMMEKES,50.0,,,,,50.0
PORT BANKS,46.0,1.0,56.54,-135.05,3.0,50.0
COASTAL CARIBEAN,50.0,,,,,50.0
ISLA DE LA ASCENSION,,50.0,-7.93,-14.37,,50.0
VERACRUZ (MÉXICO),26.0,24.0,19.2,-96.1,,50.0
WINNEBAH,49.0,,4.57,0.42,1.0,50.0
BENGALEN,8.0,42.0,22.5,88.3,,50.0
GUINNEE,,50.0,,,,50.0
DOWNS (ENGLAND),,50.0,51.2,1.4,,50.0
"TORTOLA ROADS, ST THOMAS",50.0,,18.34,-64.93,,50.0
VALPARAÍSO,49.0,,-1.46,-48.5,,49.0
MAHON,41.0,8.0,,,,49.0
SAMBVANGAN,18.0,31.0,,,,49.0
CARIBE,49.0,,,,,49.0
VALDIVIA,,49.0,,,,49.0
ACARA,49.0,,,,,49.0
VERA CRUZ,24.0,24.0,19.32,-96.22,1.0,49.0
CHARLESTOWN N.CAROLINA,,49.0,,,,49.0
ST JOHN'S ANTIGUA,22.0,27.0,17.12,-61.85,,49.0
OFFSHORE GUYANA,,49.0,,,,49.0
LISBOA,48.0,,,,,48.0
SPIHEAD (CRUISING),,48.0,,,,48.0
CUDDALORE,,48.0,,,,48.0
MADERIA ROAD,25.0,23.0,,,,48.0
MEDEMBLIK/TEXEL,48.0,,,,,48.0
FREETOWN,16.0,32.0,,,,48.0
CAPE SERRA LION,48.0,,,,,48.0
ST HELLENS,48.0,,,,,48.0
COSTA FIRME DE LA AMÉRICA,,48.0,,,,48.0
CARLISE BAY VIA FUNCHAL,,48.0,,,,48.0
JERSEY,47.0,,,,,47.0
ALICANTE,31.0,15.0,38.17,-0.53,1.0,47.0
CHERILLOS,36.0,10.0,-12.55,-77.12,1.0,47.0
GUAYAQUIL,37.0,9.0,-3.32,-80.55,1.0,47.0
BAY OF BISCAY (CRUISING),,47.0,,,,47.0
PAPENBERG,24.0,22.0,31.67,128.6,1.0,47.0
"DAUPHIN BAY, MADAGASCAR",35.0,,-25.02,47.0,12.0,47.0
ST DOMINGO,39.0,6.0,18.4,-69.67,1.0,46.0
URK,46.0,,,,,46.0
ISLA SANTA CATALINA (BRASIL) Y VUELTA,,46.0,,,,46.0
"CALISLE BAY, BARBADOS",,46.0,,,,46.0
"DOMINIQUE, CADIX, MALAGUA ET RETOUR A BREST",,46.0,48.4,-4.5,,46.0
MALIMBA,46.0,,,,,46.0
MARSEILLE,19.0,27.0,43.3,5.37,,46.0
BASSE TERRE ROADS,46.0,,15.99,-61.73,,46.0
BALTIMORE HARBOUR,,43.0,51.48,-9.37,2.0,45.0
PLYMOUTH UK,,45.0,51.5,-0.1,,45.0
CAPE DE VERDE,45.0,,,,,45.0
HUDSON BAY CHURCHILL,,45.0,,,,45.0
SEARCHING FOR AN ISLAND,,45.0,,,,45.0
FLAT POINT,23.0,22.0,,,,45.0
PORTO KABELLO,31.0,13.0,10.73,-68.33,1.0,45.0
TERVEUR,,45.0,,,,45.0
TORTOLA,45.0,,,,,45.0
DELAWARE,22.0,23.0,,,,45.0
KARAKOKOA,,45.0,,,,45.0
LOBOS ISLAND (RIVER PLATE),,45.0,,,,45.0
RIVER GAMBIA,20.0,24.0,13.55,-16.7,1.0,45.0
NOKA,31.0,13.0,49.67,-127.21,1.0,45.0
FYALL,,45.0,,,,45.0
EAST END OF BARBADOS (THEN CARLISLE BAY),,44.0,,,,44.0
ANJER,31.0,,-6.05,105.91,13.0,44.0
LORIENT,44.0,,,,,44.0
DE EILANDEN DINA EN MAARSEVEEN,,44.0,,,,44.0
CESERIJEN,44.0,,,,,44.0
BUSQUE,,44.0,,,,44.0
LOANGO,44.0,,-4.65,11.82,,44.0
POINT PALMIRA,44.0,,,,,44.0
TORBAY UK,44.0,,51.5,-0.1,,44.0
MONTERREY,22.0,20.0,36.7,-121.91,1.0,43.0
"MURRAY'S ANCHORAGE, BERMUDA",20.0,23.0,,,,43.0
"MATHURIN BAY, RODIGUEZ",,43.0,,,,43.0
CAMARIÑAS,,42.0,43.1,-9.2,1.0,43.0
NEWPORT,31.0,12.0,,,,43.0
RIVIER KOMMEWIJNE,11.0,31.0,6.15,-55.06,1.0,43.0
KAUAI,43.0,,,,,43.0
PRINCE WILLIAM'S SOUND,,42.0,60.5,-147.0,1.0,43.0
PRINCE RUPERTS BAY,22.0,21.0,,,,43.0
POUILLAC,39.0,4.0,,,,43.0
ST JOHN'S HARBOUR NEWFOUNDLAND,14.0,28.0,,,,42.0
ROAD TORN TORTOLA,42.0,,,,,42.0
PLYMOUTH (MONSERRAT),,42.0,,,,42.0
ALGECIRAS,19.0,23.0,,,,42.0
LERWICH,11.0,31.0,,,,42.0
START POINT UK,42.0,,51.5,-0.1,,42.0
ST AUGUSTINES (FLORIDA),8.0,34.0,,,,42.0
OCRACOKE,5.0,21.0,35.1,-76.0,16.0,42.0
PLYMOUTH (ENGLAND),42.0,,,,,42.0
CAPE OF FLORIDA,42.0,,,,,42.0
COAL HARBOUR,6.0,36.0,,,,42.0
"ST MICHAELS, AZORES",15.0,26.0,,,,41.0
LIORNA,13.0,28.0,,,,41.0
GRATIOSA,,41.0,,,,41.0
NOORD AMERIKA,,41.0,,,,41.0
MEW BAY -JAVA,41.0,,-7.5,110.0,,41.0
HAMMOZE (CRUISING),,41.0,,,,41.0
MUSCAT,21.0,20.0,23.61,58.59,,41.0
POINT POSESSION,41.0,,,,,41.0
CHALESTOWN,,41.0,,,,41.0
HAMMOZE,41.0,,,,,41.0
PRINCESS ISLAND (NR ST THOMAS),40.0,,18.34,-64.93,,40.0
LONG ISLAND,40.0,,,,,40.0
"ST PATRICK'S HOLE, NEWFOUNDLAND",,40.0,,,,40.0
BEZOEKI,17.0,23.0,,,,40.0
LA BARBADE,40.0,,,,,40.0
NÁPOLES,28.0,12.0,,,,40.0
LA GUAIJRA,2.0,37.0,10.87,-67.03,1.0,40.0
ST MARTIJN,40.0,,,,,40.0
L'ISLE DE RÉ,39.0,1.0,,,,40.0
NAGAPATAM,10.0,30.0,,,,40.0
"CANTON RIVER, CHINA",40.0,,31.2,121.5,,40.0
PORT PRAYA,32.0,8.0,,,,40.0
GABON,,40.0,,,,40.0
ST PIERRE MARTINQUE,40.0,,,,,40.0
CAPE LOUGAN,39.0,,,,,39.0
"PLYMOUTH, MONSERRAT",39.0,,,,,39.0
"ST. JOHNS, NEWFOUNDLAND",,39.0,,,,39.0
TRINCONOMALE,,39.0,,,,39.0
BALTIMORE,30.0,9.0,-8.56,125.57,,39.0
CAPE FLORIDA,39.0,,,,,39.0
"ROAD TOWN, TORTOLA",39.0,,,,,39.0
CAPE HENLOPEN,39.0,,,,,39.0
NEW PROVIDENCE,30.0,9.0,,,,39.0
SHEERNESS,16.0,23.0,51.44,0.76,,39.0
ACHEAN HEAD,39.0,,,,,39.0
ST VINCENT,39.0,,13.15,-61.2,,39.0
DE GOEDE RHEEDE,,38.0,52.08,1.73,1.0,39.0
ONRUST,,,-6.03,106.72,38.0,38.0
PUERTO CABELLO,17.0,19.0,11.045,-67.97999999999999,2.0,38.0
MATANZES (CUBA),38.0,,,,,38.0
ARGEL,,38.0,,,,38.0
SOUTHPORT,33.0,5.0,,,,38.0
TONGATABOU,11.0,25.0,-21.085,-175.06,2.0,38.0
"EL CALLAO (LIMA, PERÚ)",38.0,,-12.07,-77.15,,38.0
PETER'S ISLAND (WEST INDIES),38.0,,,,,38.0
NORTE DE NUEVA ESPAÑA,,38.0,,,,38.0
BANDA,4.0,32.0,-4.585,129.81,2.0,38.0
VALPARAÍSO (CHILE),,38.0,-1.46,-48.5,,38.0
APOLONIA,,37.0,,,,37.0
CRUISING OFF PORT ROYAL,37.0,,17.94,-76.84,,37.0
CARLISLE BAY (BARBADOES),,37.0,,,,37.0
TAGUS,36.0,,38.68,-9.1,1.0,37.0
AUSTRALIE,,37.0,,,,37.0
AMÉRICA,,37.0,,,,37.0
LERWICK,14.0,20.0,60.15,-1.12,3.0,37.0
PORT ANTONIO,37.0,,,,,37.0
ISLAS DE BARLOVENTO,,37.0,,,,37.0
CRUISE TO FINISTERRE,,37.0,,,,37.0
L'ISLE DIEU,,35.0,46.575,-2.05,2.0,37.0
SMIRNA,26.0,11.0,,,,37.0
OFF NEWFOUNDLAND,37.0,,,,,37.0
SURSOGON,19.0,18.0,,,,37.0
ESTRECHO SAN BERNARDINO,,37.0,,,,37.0
LA HAVANE,36.0,,23.13,-82.39,1.0,37.0
PRINCES EILAND,31.0,6.0,,,,37.0
BEMBRIDGE,37.0,,,,,37.0
CABO SAN VICENTE Y SANTA MARÍA Y VUELTA,,37.0,,,,37.0
PRINCE RUPERTS BAY DOMINICA,37.0,,15.42,-61.35,,37.0
VALPARISO,,37.0,,,,37.0
PUERTO PAITA,37.0,,,,,37.0
ST MARTHA,20.0,16.0,,,,36.0
ANJANGO ROAD,7.0,25.0,8.66,76.78,4.0,36.0
ADEN,15.0,21.0,12.79,45.03,,36.0
BAHAMAS,36.0,,,,,36.0
GOA,,36.0,15.5,73.83,,36.0
WOOLWICH UK,,36.0,51.5,-0.1,,36.0
CRUISING TOWARDS RODRIQUEZ,,36.0,,,,36.0
MENADO,19.0,16.0,1.55,124.0,1.0,36.0
SENEGAL ROAD,35.0,,14.7,-17.45,,35.0
KAAP MAZURADO,,35.0,,,,35.0
SECONDA,35.0,,,,,35.0
POLLILO,18.0,17.0,,,,35.0
"ST JOHNS, NF",35.0,,,,,35.0
SANDY POINT (NEW YORK),35.0,,,,,35.0
SIERA LEONE,,35.0,,,,35.0
ST MARY'S,35.0,,,,,35.0
TOWARDS CAPE HORN,,35.0,-55.98,-67.27,,35.0
LEVANTE ESPAÑOL,,35.0,,,,35.0
ST PAULS,34.0,,,,,34.0
MONROVIA,,34.0,,,,34.0
"QUILOA, EAST AFRICA",,34.0,-9.0,39.5,,34.0
CANNANORE,,34.0,,,,34.0
NAZARETH,34.0,,,,,34.0
TIBURON BAAI,26.0,8.0,,,,34.0
COULON,34.0,,,,,34.0
SENOUR,,34.0,,,,34.0
